article_id,articles_sold
756242001,497
504113022,497
726537001,497
733339001,497
669327001,497
671326002,497
697564028,497
727880002,497
599489003,497
585788003,497
719655002,497
721136008,496
501323011,496
675359001,496
735763003,496
614496004,496
726998002,496
661417004,496
651863002,496
701030001,496
599502015,496
569986002,496
694131003,496
603584003,496
685814012,496
679494004,496
702933006,496
730741001,496
725608001,496
727711002,496
722887002,496
750960001,496
664319008,495
756400001,495
723677002,495
548613038,495
644762002,495
700329005,495
677172007,495
713784004,495
583534010,495
469562015,495
650799002,495
660367001,495
765731002,495
664075004,495
657852007,495
670687001,495
773448001,495
755511002,495
717370001,495
595928005,495
753237003,494
522398054,494
224337001,494
667096005,494
652742001,494
731960007,494
699178003,494
655259005,494
697834002,494
747307002,494
633130023,494
507909021,494
659460002,494
626168001,494
557246017,494
504154003,494
552041003,494
663007008,493
726172001,493
676900004,493
723388004,493
661166006,493
699787001,493
703795002,493
640476002,493
617919009,493
687016004,493
722022001,492
400246021,492
312829010,492
644073001,492
570004031,492
745837001,492
656890001,492
654046004,492
683493008,492
624633003,492
767065001,492
748355001,492
632516002,492
711685012,492
657476008,492
669710002,492
770658001,492
694589003,491
665201003,491
708101003,491
693508001,491
556560005,491
640129002,491
708429001,491
714825006,491
613459003,491
738093001,491
706654004,491
654581001,491
651692001,491
708464002,491
745477001,491
729617002,491
640542003,491
694689002,491
701265003,491
639835003,491
549607002,491
307239004,490
366686005,490
693575005,490
540768015,490
705337001,490
721006001,490
607705002,490
763727005,490
736530006,490
568838007,490
708868001,490
701792002,490
644370001,490
568571002,490
609282001,490
677734001,490
679986001,489
639738005,489
687725002,489
708868002,489
745522001,489
679280007,489
687033002,489
657287002,489
743979001,489
742956002,489
637569001,489
736708001,489
674079001,489
599742004,489
720572004,489
644522001,489
785465001,489
663561001,488
677711001,488
470985010,488
673637001,488
569374001,488
666041001,488
654423001,488
719239001,488
690066001,488
726876003,488
717060001,488
244267001,488
640677003,488
681381007,488
661910001,488
700961001,488
667509002,487
594987010,487
694182002,487
714803003,487
630116022,487
686496001,487
691072002,487
675027003,487
673901010,487
633130012,487
807379002,487
734435003,487
654383002,487
640244003,487
651893005,487
682600001,487
522398056,487
681274001,487
639908001,487
615566001,487
759871011,487
699493001,487
723621001,486
727589003,486
585355004,486
708993002,486
770587001,486
701735001,486
689096001,486
576775003,486
744786003,486
713349002,486
557246002,486
632642002,486
626813003,486
736530007,486
564314034,486
755754001,486
558407005,486
600886002,485
677172003,485
649059001,485
624678002,485
700761001,485
516000035,485
562657001,485
522725017,485
655347002,485
567993040,485
773109001,485
677482002,485
523642006,485
667870002,485
661417005,485
690506002,485
677351001,485
694671001,484
638383001,484
729816003,484
649495001,484
777185001,484
613465003,484
766440003,484
695166001,484
749656001,484
606800001,484
741263001,483
581781010,483
743113004,483
702472002,483
715325001,483
699115001,483
634009015,483
680715001,483
594921008,483
616540001,483
719230001,483
781180002,483
493995001,483
425217001,483
648627001,483
732883001,483
714825003,483
581153009,483
719244003,483
650193004,482
710055001,482
732103004,482
731046001,482
750961001,482
725904003,482
681180031,482
508184019,482
711028002,482
678230005,482
735530002,482
695067003,482
735154001,481
781180001,481
728473002,481
614848001,481
759871014,481
753724004,481
731407004,481
614854006,481
745475014,481
705031001,481
509669004,481
604655007,481
384654004,481
659295003,481
592975013,481
714582006,480
726226002,480
693322007,480
619884017,480
689511004,480
703805001,480
680265005,480
717518001,480
156227002,480
545303010,480
711042004,480
789425001,480
650951001,480
679139005,480
633130020,480
379780019,480
700944001,480
701277004,480
759160002,480
682261004,479
562613007,479
747099001,479
636351001,479
666617001,479
408104001,479
685685001,479
706443003,479
770058002,479
540269002,479
661151001,479
652095002,479
588771002,479
724720001,479
683587002,479
743995001,478
679854007,478
651456015,478
747785002,478
757395002,478
235596002,478
633452001,478
634727002,478
743562002,478
702118002,478
723167003,478
685844001,478
772794001,478
671491001,478
766824001,478
687602001,478
710114003,477
567822001,477
685904002,477
643642001,477
680318005,477
672625002,477
615367009,477
307239005,477
625818004,477
751788001,477
647396002,477
709187002,477
661166007,477
731146004,477
722750003,476
714444004,476
536139042,476
662773001,476
621915006,476
718982001,476
727880008,476
733067002,476
717390001,476
679280005,476
682848003,476
689513005,476
632177002,476
685825002,476
773075002,476
520424003,476
733362001,476
700966003,476
627569002,475
721990001,475
692115001,475
630438002,475
568601018,475
657497008,475
677054002,475
598515016,475
708217003,475
630319004,475
733045008,475
721657001,475
639545002,475
341782032,475
300696001,474
663970005,474
756116003,474
740720001,474
501722005,474
508691012,474
748272001,474
691989004,474
610776041,474
681561002,474
756097001,474
428291016,474
753282001,474
516000070,474
626366002,474
716045001,474
655249001,474
522725020,474
657497012,474
519749006,473
490176004,473
580041021,473
645065012,473
772349013,473
662658001,473
708098002,473
453239037,473
386463001,473
726184002,473
701033002,473
753906001,473
624148001,473
643985004,472
757162001,472
679287004,472
651273002,472
624486018,472
713997016,472
713784002,472
658329004,472
671217003,472
568601020,472
593988001,472
653145003,472
532955001,472
684588003,472
735540001,472
736626001,471
572124006,471
645486001,471
769826001,471
487722005,471
567729010,471
700851002,471
636207001,471
661914001,471
733920001,471
721927001,471
704882003,471
687335001,471
582462006,471
676954001,470
186372042,470
615042001,470
535783001,470
640156009,470
688641003,470
579302007,470
655250001,470
694344001,470
779281001,470
580054005,470
623522002,470
640331004,470
270381007,470
674913003,470
743865001,470
562211013,469
613666002,469
591466018,469
672625004,469
714423001,469
661797003,469
708499006,469
711024003,469
660308004,469
617279002,469
665818001,469
618726001,469
680391001,469
777706001,469
676979001,469
640664003,468
652367002,468
738675001,468
559649002,468
736582002,468
671622001,468
685158001,468
634196001,468
676111001,468
596122003,468
748597001,468
619580008,468
688498001,467
669552002,467
746817001,467
674079002,467
548110002,467
697027002,467
478646003,467
751907005,467
716489001,467
700268004,467
685844002,466
627107001,466
736049001,466
743205001,466
577992006,466
578020002,466
577006002,466
731146003,466
705684002,466
749541001,466
624723003,466
583534018,466
756130001,466
700371002,466
777191001,466
687036003,466
564358010,466
639835004,466
713993013,465
780887001,465
747045002,465
723667001,465
634249002,465
643213001,465
399256009,465
685811002,465
733749006,465
511105004,465
740324001,465
700429002,465
386678001,465
720756002,465
664949001,465
682470001,464
610842001,464
619502001,464
625939012,464
727615001,464
657063001,464
620573007,464
764843001,464
743123001,464
663396002,464
717098001,464
576689001,464
529012029,464
747080001,464
748270001,464
569986004,464
690276002,464
716759002,463
648769001,463
669710003,463
709726004,463
669874002,463
561776001,463
662696003,463
703576001,463
703781002,463
719530005,463
695151002,463
643200001,463
686997004,463
696779001,463
765731001,463
703160003,463
733831001,462
703474003,462
679042003,462
698302003,462
701548001,462
660106001,462
714345002,462
694966001,462
714828003,462
767799005,462
674010009,462
688605006,462
663015005,462
715051002,462
790160003,462
615434002,462
696797002,462
558986005,462
570781006,462
719222002,462
709178002,462
750070001,462
567729001,462
642161001,462
753061002,461
674606002,461
721390003,461
739243001,461
687948001,461
610075003,461
705143002,461
697981005,461
386681012,461
778075002,461
576897002,461
738418001,460
677930037,460
654758001,460
740236001,460
636586002,460
723862001,460
665725001,460
677351004,460
724772001,460
656031003,460
762392004,460
700329006,460
708066001,460
700727001,460
557247013,460
691989005,460
735366004,460
702043002,460
748566001,460
716204002,459
744304001,459
743112001,459
218354001,459
740606001,459
400246010,459
734460011,459
615085002,459
533746002,459
719957002,459
719201002,459
741259001,459
663473001,459
723084001,459
748270002,459
504154001,459
651242003,459
696727001,459
736865001,459
725327001,459
589599042,459
508318009,458
690644001,458
667509001,458
763911001,458
678553004,458
579165017,458
611218001,458
580482011,458
729815002,458
702292005,458
690621002,458
757983001,458
733045005,458
570003040,458
595697021,458
631059003,458
653275007,457
734426002,457
771643001,457
683968001,457
635274003,457
642631003,457
639258002,457
577512005,457
570003016,457
741771002,457
557248029,457
723615001,457
694002001,457
677351003,457
697489002,457
657335001,457
696797001,457
719589001,457
728592001,457
723104002,457
688605002,457
717490024,456
709590002,456
639448005,456
652230001,456
754979002,456
699358004,456
724244001,456
615959001,456
771596001,456
672127007,456
527687006,456
701561001,456
110065002,456
597082001,455
712409004,455
676052003,455
782073001,455
658848004,455
685009001,455
594264001,455
379780038,455
599742009,455
554704009,455
652730001,455
589825001,455
708855001,455
660497007,455
625818003,455
681247002,455
628331005,455
691834002,455
683024004,455
523489019,455
631418001,455
212629040,455
680262016,455
757557004,454
766439001,454
703883002,454
709692003,454
772898006,454
677930028,454
648964001,454
639838007,454
676900001,454
696749001,454
664405007,454
697686010,454
744893002,454
756185003,454
729318004,454
699570001,454
780653002,453
630450002,453
740723001,453
710464004,453
695270001,453
734262001,453
711823008,453
633825001,453
680403001,453
597891022,453
684688002,453
676123001,453
703162003,453
666382012,453
705031002,453
696410001,453
765036001,452
709667001,452
770058001,452
612175001,452
767699002,452
565379006,452
451380001,452
534181006,452
711032001,452
700688001,452
640727001,452
707051001,452
552473035,452
694410002,452
519516001,452
735404004,452
640664001,452
688558011,452
622963003,452
636587012,451
615021027,451
750777003,451
268305001,451
663414001,451
698943002,451
751783001,451
665538001,451
749699007,451
657795001,451
351484013,451
338016003,451
760551002,451
756776001,451
708336007,450
675302002,450
668041001,450
719295001,450
689564002,450
771981002,450
599580022,450
774725001,450
679853008,450
539290013,450
672800001,450
651334006,450
515581007,450
664190001,449
561291001,449
554541014,449
750060001,449
735623009,449
733077002,449
669896001,449
673901016,449
532578030,449
622140006,449
666006001,449
179950002,449
745186001,449
469039034,449
733084002,448
577512001,448
533406025,448
562480004,448
678739001,448
538813002,448
549262001,448
672032001,448
723890001,448
625483002,448
673940008,448
640252006,448
714582003,448
680391003,448
687635001,448
607154016,448
654100006,448
661861003,448
683356006,448
657415001,448
685811003,448
696778001,448
725929001,447
630141006,447
598515003,447
707470003,447
444325008,447
747764002,447
595729001,447
698387003,447
687535001,447
759117004,447
773461002,447
657785001,447
586207001,447
599719024,447
696527003,447
763156001,447
705407001,447
620585013,447
623522004,447
625358007,446
316657013,446
651369005,446
684105001,446
573608006,446
605970008,446
126589006,446
708907003,446
699253004,446
692401003,446
710397003,446
704720010,446
746283001,446
685170002,446
485973003,445
381038026,445
802087001,445
237032003,445
632534006,445
695318001,445
657211001,445
614857004,445
702935001,445
678604001,445
651613001,445
578816002,445
653188008,445
697564029,445
719523004,445
727039001,445
505091001,445
674336014,444
696527006,444
720628003,444
686031001,444
580301002,444
671636001,444
293244001,444
690926002,444
727702001,444
411413002,444
721320012,444
548613042,444
770916002,444
658030023,444
714746002,444
519789003,444
448515034,444
731355001,444
615047007,444
663568003,444
660490002,444
700938003,444
633136007,444
588771001,444
678963016,444
568808023,444
700946003,444
698177001,443
721059004,443
176209023,443
748420003,443
689365001,443
639670002,443
738182002,443
481110019,442
700340002,442
649507006,442
621759001,442
727937004,442
718278004,442
670279001,442
738899003,442
670061001,442
738368002,442
711028005,442
664836005,442
694478001,442
681181017,442
634009017,442
696439005,442
758005001,442
562299005,442
621915004,442
663944001,442
721033002,442
747629005,442
321249009,442
558512014,441
617322012,441
664122003,441
681179004,441
564358022,441
628813008,441
630144001,441
691208001,441
773462002,441
674079003,441
723413003,441
411758001,441
624638003,441
633131001,441
256151015,441
725595001,441
725663002,441
252298014,441
682580001,441
629042005,441
671513001,441
699075009,441
740652003,440
683621001,440
636140002,440
626346005,440
429322004,440
594569001,440
664317001,440
779138001,440
714032001,440
578113001,440
688688002,440
743644002,440
545258008,440
777575001,440
709944001,439
747050002,439
656519002,439
599718016,439
348870001,439
723380005,439
611929009,439
696729002,439
732413004,439
746998002,439
294008050,439
614460008,439
730122002,439
516219001,439
637004001,439
774191004,439
628921001,439
754979001,439
671693002,439
717673001,439
399061023,439
790831001,439
662321001,439
653248003,439
635504001,439
748573001,439
773015001,439
722165004,438
645844001,438
568069001,438
564364004,438
700714005,438
278811007,438
651282001,438
647982002,438
572797035,438
730400001,438
680327001,438
631059002,438
757726003,438
601876004,438
725663003,438
529589001,438
624042004,438
647396001,438
641705001,437
441386008,437
642895007,437
614854008,437
734282001,437
510126001,437
631470001,437
743014003,437
697493002,437
717261001,437
674023001,437
707225001,437
554141004,437
747838003,437
561307010,437
674492003,437
771537003,437
715310002,436
707569001,436
573085029,436
703806002,436
721457004,436
715126006,436
392938001,436
635957004,436
741752002,436
453585014,436
739529011,435
744600002,435
522918034,435
783420001,435
774450003,435
637549010,435
596400007,435
647822002,435
742083001,435
663942002,435
664929003,435
626463002,435
767033002,435
701153001,435
731280002,435
706268031,435
771116006,435
670162002,435
730863009,435
682550008,435
790160006,435
568931009,434
710085002,434
705431001,434
635495001,434
743644005,434
735064001,434
698270003,434
639835002,434
741755001,434
567657012,434
677760001,434
616540002,434
807972002,434
682325001,434
666735001,434
673396009,434
582462004,433
634196002,433
611265002,433
522346004,433
656677006,433
690513001,433
700737006,433
719222001,433
671037002,433
665963004,433
698328009,433
613060002,433
626148001,433
679662001,433
748355002,433
726759003,433
615936003,433
570002051,433
601465004,432
765948001,432
220094015,432
532954003,432
770780001,432
556677010,432
589764001,432
671800002,432
657955001,432
505230004,432
638416003,432
620573005,432
474471006,432
771981006,432
638553001,432
523642009,432
726229001,432
560213001,432
554772031,431
541518023,431
625819002,431
691300003,431
639496001,431
747080004,431
554598028,431
586265002,431
678962002,431
707293003,431
723151004,431
477107016,431
607834008,431
641686001,431
663521001,431
700817003,431
392938002,431
726178001,431
697780002,431
715652001,431
790119001,430
632223001,430
639895001,430
539844004,430
757427001,430
640677004,430
648627003,430
716257001,430
723648001,430
676512002,430
655142001,430
718968002,430
613457001,429
538993007,429
698328007,429
562211001,429
654592001,429
740832001,429
686576002,429
634013012,429
721390002,429
355072003,429
741297002,429
673930007,429
715919001,429
720572002,429
633148017,429
530729006,429
513373024,429
610274008,429
767065002,429
556438009,429
407653002,429
557599018,429
769620001,429
669500003,428
615566002,428
585398005,428
679854002,428
657852008,428
651350001,428
452516007,428
663515003,428
785440001,428
625179003,428
717052001,428
674007002,428
449897001,428
572957005,428
737358001,428
676595002,428
735870001,428
604837005,428
661162003,428
701244001,428
690714004,428
785416003,428
665851003,428
759326005,428
784001001,427
727640003,427
720346002,427
548388013,427
623820001,427
739373004,427
609146001,427
713783001,427
717020003,427
614622006,427
224314018,427
658558001,427
693911007,427
571436030,427
651893003,427
581153003,427
764998002,427
734077002,427
578487014,426
545303001,426
588689002,426
734112001,426
606711001,426
690498005,426
681181006,426
572127015,426
717445004,426
633130019,426
426541040,426
763284004,426
643702001,426
554450035,426
762656001,426
620855002,426
634009014,426
666044001,426
510465002,426
316441025,426
567413046,425
750712002,425
496111009,425
677845008,425
215303005,425
680380001,425
714927002,425
662189001,425
775026001,425
750260003,425
641926001,425
802733001,424
576773002,424
713997013,424
746069001,424
690511002,424
717930001,424
563204001,424
726173001,424
541512010,424
669303001,424
762096001,424
759622001,424
550004002,424
700765001,424
605939004,424
716958003,424
702834001,424
653275008,424
784001003,424
686474001,424
779333002,424
728445004,424
698324006,424
681180006,424
735625007,423
790976006,423
655256001,423
663767001,423
764280001,423
474461014,423
617249016,423
616049002,423
616088001,423
749801003,423
589924005,423
713707001,423
506166025,423
689389017,423
660618002,423
742429002,423
623012010,422
640252008,422
713997002,422
715343006,422
720346007,422
715312003,422
739575002,422
566140004,422
754425001,422
769561001,422
795675001,422
656388005,422
512075001,422
720924001,422
793102002,422
464454017,422
758397004,422
676138001,422
733112002,422
643193004,421
701229001,421
648750001,421
638533001,421
656595001,421
721932001,421
663744002,421
606714001,421
640291001,421
590922003,421
652731019,421
637492001,421
614644001,421
714826011,421
615021002,421
659132003,421
763275001,421
726897001,420
682965002,420
714931003,420
774148001,420
697201001,420
714367002,420
651456004,420
676859001,420
566432001,420
653716007,420
661797001,420
727158001,420
734623002,420
685604006,420
516951003,420
780551001,420
658847002,420
693748001,420
677932002,420
555550001,420
573870005,420
548603009,420
551336001,419
679726001,419
679278008,419
657291002,419
514482003,419
675271001,419
557246016,419
474471001,419
639727002,419
758808002,419
599719023,419
448262040,419
651334005,419
595696025,419
581275008,419
697834001,419
445865001,419
733399001,419
663498003,419
753816010,418
189616009,418
671599002,418
782502001,418
560270003,418
735840003,418
567413026,418
678625001,418
584483001,418
713782005,418
304786005,418
347200001,418
753237011,418
652045001,418
680187002,418
622743004,418
399201018,418
589268003,418
691834010,418
714428001,418
563205001,418
622955002,418
710317002,418
650274001,418
680542002,417
723345004,417
570319029,417
665211002,417
470636062,417
630514004,417
624486004,417
752477001,417
730482002,417
745783001,417
738731003,417
632290002,417
711714005,417
708065001,417
650040001,417
745923002,417
696542002,417
747939003,417
514817009,416
747737003,416
711947002,416
639192009,416
690935008,416
687036011,416
569997022,416
676141001,416
682550018,416
244267004,416
545396005,416
200761028,416
728111001,416
585398004,416
584928001,416
650122012,416
730645002,416
710954001,416
551336008,415
601284002,415
576773019,415
557908004,415
769829001,415
626442019,415
675827001,415
627554004,415
726938003,415
716671005,415
752035001,415
628979001,415
657116001,415
626813004,415
708107002,415
736581002,415
617736003,415
751566001,415
569978016,414
587026012,414
626168003,414
730400002,414
684908002,414
581153008,414
760565001,414
713871001,414
724567002,414
655434001,414
695887005,414
568808024,414
577513006,414
619884023,414
581178007,414
721910001,414
767799002,414
593829031,414
624632006,414
671599001,413
621846006,413
681560001,413
643193003,413
670698006,413
620573009,413
617534017,413
700938002,413
721493003,413
689572001,413
624257006,413
784113001,413
722368002,413
549263018,413
605777010,413
734316003,413
665657004,413
590208001,413
687934002,413
742380004,413
637124003,413
615523001,413
763842005,412
726169001,412
373506023,412
663568004,412
611929005,412
729322002,412
667916003,412
708450001,412
762048003,412
640131004,412
713156001,412
594543023,412
740606002,412
576773016,412
663662001,412
733246001,412
656032006,412
721457007,412
677478003,412
682289003,412
507706004,412
764727002,412
651905007,412
665817001,412
391772001,412
699934001,411
781683001,411
745836001,411
620933002,411
687965001,411
634669003,411
718492002,411
680034001,411
729815001,411
707167001,411
756309003,411
671163001,411
698294002,411
603584011,411
680597001,411
736700002,411
711823005,411
727641003,411
515991007,411
717879017,411
722874003,411
759116003,411
220365002,411
717345002,410
663942008,410
560566003,410
718767001,410
570004046,410
731898002,410
695632019,410
542730007,410
688688004,410
720426002,410
614496002,410
696802001,410
777191002,410
212629048,410
691715002,410
748796001,410
637149008,410
701729001,410
509091023,410
660618003,410
566941012,410
536139013,409
752958001,409
632020001,409
714707001,409
695551001,409
734113002,409
638335001,409
620208001,409
657795002,409
763389003,409
700758002,409
669825002,409
671027001,409
726312001,409
719610002,409
651912002,409
519583035,408
716382001,408
554811021,408
647416003,408
774998001,408
732463002,408
713692003,408
662253002,408
585812002,408
570004012,408
762630007,408
564448005,408
489435010,408
770916001,408
783346008,408
763727002,408
753282002,408
523489015,408
760834001,408
542533019,408
337777004,408
663145001,408
633131002,407
740235001,407
721320014,407
732108001,407
702477002,407
226959008,407
506166032,407
657497007,407
710278001,407
713533003,407
651464002,407
678821004,407
628813006,407
771125002,407
661147003,407
584631021,407
582257001,407
270375001,407
703366006,407
698482006,407
566147002,407
740588001,406
647756003,406
623522001,406
651898004,406
681264007,406
736700001,406
691396003,406
637280001,406
640462002,406
678321002,406
380609036,406
690980004,406
608007007,406
369796027,406
156224001,406
759904001,406
672096001,406
692167001,406
562252005,406
660308005,405
708459008,405
708258001,405
615808003,405
649664001,405
496111011,405
753816001,405
496111004,405
539387001,405
732188001,405
602409001,405
701033001,405
777754001,405
505882006,405
613826002,405
591345006,405
654593001,405
731028001,405
473507001,404
710611002,404
622958016,404
682028002,404
523490007,404
529953006,404
608952004,404
678342008,404
697201007,404
749120001,404
554704007,404
635240002,404
679437001,404
451229014,404
673900012,404
598811011,404
683641001,404
682550013,404
594264012,403
584298010,403
699923008,403
766441001,403
368038011,403
685089006,403
624653001,403
701078008,403
677172002,403
584298009,403
663034001,403
691855009,403
675136001,403
589834001,403
665475001,403
681196002,403
703826005,403
647426001,403
681237008,403
779551002,403
698470006,403
609715002,403
391750016,402
695458001,402
522638007,402
487800001,402
673260002,402
721494001,402
712594005,402
564358021,402
628813007,402
606814001,402
709666001,402
715474003,402
608776011,402
697315004,402
752039001,402
661152002,402
727642002,402
655710006,402
740457001,402
723669002,402
676979005,402
771263001,401
705557001,401
739575003,401
507883007,401
743223002,401
747373001,401
486186002,401
652747005,401
417088007,401
631878005,401
628978002,401
670115001,401
701147001,401
585130002,401
703199001,401
609598012,401
241602003,401
730013006,401
553611013,401
685685002,401
694153008,401
622878002,401
621381010,401
658030017,401
632982001,401
774191003,401
607367011,400
567411008,400
746487002,400
725332001,400
685816012,400
689811005,400
733934002,400
692653002,400
733999001,400
669105001,400
702969002,400
634332007,400
616225002,400
126589007,400
708516002,400
728329001,400
582480004,400
736865002,399
743644003,399
683718003,399
764838004,399
681178017,399
519516002,399
751530004,399
685814006,399
700402002,399
677121004,399
634009018,399
309864013,399
637411009,399
592286002,399
241590001,399
628568002,399
678280001,399
735402002,399
745155001,398
722970001,398
759070008,398
639199001,398
669786002,398
798381003,398
581298002,398
714582004,398
657856004,398
543689003,398
570002053,398
544627006,398
697275002,398
548111002,398
704048006,398
732188002,398
624257010,398
701802002,398
624383004,398
526842005,398
766683003,398
653666001,398
683864010,398
711028004,398
553069005,398
770845002,398
635222001,398
699344002,398
771981001,398
636385004,398
688605003,398
779725002,398
717938003,398
474471003,398
694589004,398
724906007,397
706670001,397
733549002,397
710403001,397
681176010,397
715778001,397
742115001,397
701574003,397
679139003,397
635888001,397
716548003,397
653567003,397
554479016,397
761340001,397
701134001,397
711694003,397
701078002,397
640677002,397
704753001,397
663612001,397
565200013,397
697050015,397
635112004,396
633130011,396
733074001,396
699461002,396
598517002,396
690617002,396
591088003,396
637268008,396
624151001,396
762656002,396
581543001,396
509138001,396
796137001,396
569978001,396
641705004,396
649671009,396
689389010,396
399136053,396
509210002,396
695627001,396
666354005,396
670202001,396
659295001,395
556527002,395
634541003,395
704767004,395
701853006,395
676065001,395
636172001,395
148033006,395
678691003,395
780096001,395
690779001,395
607833001,395
753360002,395
745702002,395
616086002,395
719655006,395
699117001,395
631902001,395
733803003,395
708090002,394
763037001,394
711405003,394
673922003,394
768551001,394
674651007,394
635164001,394
661853001,394
715590002,394
710317001,394
732805001,394
570004045,394
501616006,394
569562014,394
571436035,394
701472001,394
723084002,394
633808001,394
743499001,394
689365005,394
319906002,393
682550007,393
743995002,393
700944002,393
654434001,393
548479002,393
703366002,393
506166049,393
713200005,393
685816013,393
681180035,393
578752001,393
735428003,393
610075007,393
724405001,393
745184005,393
395127012,393
805510002,393
632651001,393
741249001,393
581228001,393
586307005,393
737852003,392
671027002,392
565200029,392
691254007,392
634013022,392
548110013,392
748097004,392
704032002,392
693500001,392
696429001,392
771774001,392
694672001,392
486462007,392
483283022,392
699907001,392
553611019,392
702657002,392
636587008,392
626816008,392
648738013,392
709026002,392
699600001,392
406724001,391
568931012,391
740824002,391
725543001,391
299768002,391
656686001,391
633152005,391
766194003,391
632803006,391
469562036,391
604837007,391
615970002,391
698255001,391
597639007,391
693708001,391
508318008,391
744437001,391
722437002,391
520364003,391
619464011,391
778075001,391
684886002,390
632803005,390
568862004,390
598770003,390
610274009,390
570004060,390
568751005,390
506166052,390
653394001,390
505561002,390
783346009,390
570002058,390
700819002,390
716045002,390
478298005,390
695544011,390
712407001,390
696943001,390
689365021,390
534052001,390
712917001,390
699255007,389
698943001,389
721468001,389
686587002,389
658923001,389
734436002,389
549253002,389
661414003,389
541519028,389
709186001,389
723688003,389
702969001,389
489435011,389
749854001,389
633130013,389
715786001,389
653188016,389
739569001,389
663007007,389
720572003,389
705431003,389
495573006,389
704882002,389
768393001,389
630116018,389
617776001,389
681176022,389
292551001,389
624486016,389
736983002,389
708067005,388
681196003,388
682550010,388
733831002,388
573652002,388
703000002,388
603583009,388
522374003,388
674606024,388
691750002,388
689365006,388
495685003,388
704406001,388
495884008,388
681176046,388
685602002,388
769014001,388
715116002,388
613517002,388
615054007,388
599719025,388
653828014,388
567720003,388
596122006,388
639207002,388
722137001,388
671640001,388
685602003,388
723686002,388
433444016,388
220094016,387
571709003,387
672582002,387
429322007,387
771537002,387
750062001,387
497640008,387
370594021,387
551566001,387
262277026,387
712216010,387
661493004,387
781683004,387
562252038,387
746091003,387
540277007,387
767799007,387
510126019,387
711727010,387
706443004,387
690933002,387
707782002,387
573152009,387
694002002,387
662592002,387
658606001,387
680499002,387
571709004,387
595080002,387
669682004,386
686269004,386
696429003,386
632020002,386
649553005,386
530176001,386
687364001,386
607154015,386
636351002,386
666449001,386
522398065,386
634013005,386
470985008,386
567993041,386
700688002,386
654590001,386
546684004,386
698177002,386
631536006,386
681002003,386
645486002,386
665477003,385
521269004,385
745219004,385
573626008,385
611221003,385
613459012,385
750421001,385
708531001,385
695972003,385
458543007,385
635561001,385
746330003,385
728429001,385
677347007,385
638418001,385
669811001,385
496735008,385
717063001,385
752516002,385
731710001,385
663521002,385
701078004,385
591466002,385
699082008,384
763727007,384
592986010,384
760729001,384
585480003,384
738368001,384
564312023,384
568601012,384
635888003,384
754104001,384
598696001,384
708626002,384
625773002,384
648769002,384
750059001,384
758151001,384
751870006,384
595779011,384
728372001,384
745184006,384
727928001,384
798820005,384
685685003,384
684825001,384
534164003,384
684688003,384
640974003,384
417427001,384
746091002,384
735623007,383
687601009,383
413029008,383
660519003,383
635421002,383
181448105,383
665110001,383
714916002,383
733267003,383
746073002,383
719250005,383
663554003,383
663695002,383
660712001,383
621759009,383
717668002,383
689094001,383
592975012,383
669674001,383
753906002,383
479227020,383
651273003,383
717345001,383
560214001,383
698896001,383
759904002,383
617169011,382
723456001,382
753990001,382
735578001,382
616711005,382
589844002,382
617534019,382
522918039,382
486782002,382
562245023,382
728380001,382
732311003,382
693584001,382
697649001,382
698328008,382
694256001,382
708464004,382
772988001,381
733149001,381
717518003,381
408875019,381
657323001,381
560221002,381
696533001,381
711714004,381
698317007,381
366686011,381
706837001,381
653621003,381
587026022,381
687602003,381
783417001,381
683024003,381
569847001,381
603401003,381
696784001,381
761680001,381
689412003,381
723428002,381
677829001,381
396135049,381
741220002,381
759069004,381
600043010,381
694966002,380
621760001,380
693322009,380
735607004,380
770383001,380
666319001,380
773264001,380
695856002,380
598192001,380
740235002,380
538296001,380
662866005,380
449263003,380
559014004,379
249136006,379
584631020,379
717738001,379
529589002,379
516000036,379
726003003,379
740234001,379
505224005,379
696780001,379
741714004,379
726925004,379
751680001,379
719686001,379
666006005,379
599718014,379
514482001,379
341242009,379
662075004,379
752700001,379
713019016,379
348870008,379
665851004,378
684021007,378
417088004,378
488561027,378
697564037,378
760477003,378
622743002,378
627147002,378
608210007,378
621846005,378
677219002,378
635222004,378
654921001,378
696594004,378
745199006,378
708638001,378
626346001,378
659832010,378
707782004,378
720770001,378
685009006,378
725663001,378
659920003,378
722177001,377
677347006,377
664836004,377
662448001,377
766435001,377
604190001,377
461327006,377
685783001,377
764416001,377
596122002,377
675274001,377
559645005,377
679724001,377
742429001,377
625518001,377
750511001,377
622964001,377
708531002,377
379780024,377
653208004,377
727880003,377
560222002,377
457292020,377
355062002,377
541519033,376
687337001,376
213690001,376
569046001,376
672625008,376
718438002,376
667999004,376
649555001,376
634825001,376
728433001,376
637499002,376
554479002,376
685548002,376
674482001,376
651724002,376
570319021,376
657942001,376
504152009,376
686998003,376
474471010,376
695972001,375
663282007,375
509091033,375
711463003,375
708443002,375
516903011,375
697649004,375
733248002,375
678553003,375
736601001,375
629897001,375
749656002,375
651091001,375
714345001,375
513373010,375
573414002,375
657323003,375
696678005,375
660459001,375
463970044,374
721275001,374
683968002,374
721468003,374
633130010,374
556260002,374
673949001,374
581162008,374
649671010,374
581298006,374
706268102,374
717251006,374
682832001,374
559637003,374
723295002,374
554772015,374
599716001,374
543169003,374
725353002,374
